LoanCurrentDaysDelinquent,LP_CustomerPrincipalPayments,LP_GrossPrincipalLoss,LP_CustomerPayments,LP_InterestandFees,LP_ServiceFees,MonthlyLoanPayment,AvailableBankcardCredit,RevolvingCreditBalance
0,5000.0,0.0,5602.57,602.57,-78.75,155.88,41820.0,15780.0
1433,371.97,5828.03,725.34,353.37,-15.01,241.78,250.0,0.0
76,137.87,0.0,345.52,207.65,-6.63,172.76,1671.0,17618.0
43,72.01,0.0,168.17,96.16,-3.29,168.17,62.0,795.0
0,2499.99,0.0,3217.19,717.2,-28.55,99.55,636.0,114.0
0,2419.76,0.0,3796.26,1376.5,-51.01,122.46,96.0,13082.0
0,2000.0,0.0,2233.33,233.33,-10.34,187.71,6452.0,10348.0
0,2000.0,0.0,2151.67,151.67,-10.58,179.89,2471.0,111352.0
0,5500.0,0.0,7966.77,2466.77,-94.89,221.57,300.0,1026.0
0,7000.0,0.0,9797.96,2797.96,-103.47,285.74,147.0,1853.0
0,24999.83,0.0,27428.44,2428.61,-197.92,555.98,40763.0,29387.0
486,1441.08,5558.92,2805.8,1364.72,-53.29,280.58,9604.0,53232.0
0,14999.99,0.0,16851.56,1851.57,-84.2,572.78,751.0,3500.0
0,4000.0,0.0,4167.35,167.35,-6.73,117.15,1400.0,849.0
0,3000.0,0.0,4717.64,1717.64,-53.35,131.0,1062.0,60731.0
0,3999.32,0.0,4381.43,382.11,-19.1,370.56,3340.0,14960.0
263,0.0,2000.0,0.0,0.0,0.0,68.83,1697.0,1403.0
0,2000.0,0.0,2778.41,778.41,-24.51,86.85,53.0,1997.0
0,15000.0,0.0,16562.17,1562.17,-238.5,0.0,69375.0,20626.0
0,9500.0,0.0,9924.18,424.18,-14.78,299.82,2556.0,595.0
0,1500.0,0.0,1689.94,189.94,-5.41,67.85,72.0,11736.0
0,12979.88,0.0,14123.18,1143.3,-53.84,350.6,11564.0,1457.0
0,7000.0,0.0,9533.21,2533.21,-100.89,278.73,361.0,18487.0
0,5000.0,0.0,5780.1,780.1,-28.9,204.1,933.0,2612.0
0,4000.0,0.0,4188.9016,188.9016,-14.1,135.72,5957.0,443.0
0,7499.99,0.0,8126.77,626.78,-41.81,672.93,10000.0,9880.0
941,875.85,1624.15,1101.22,225.37,-24.5,79.73,3573.0,5763.0
0,288.94,0.0,672.68,383.74,-13.12,168.17,3769.0,5231.0
0,3200.0,0.0,4863.9,1663.9,-52.02,139.36,952.0,1349.0
151,1237.74,7262.26,4342.16,3104.42,-106.43,268.26,0.0,0.0
0,5000.0,0.0,5741.32,741.32,-80.56,158.7,21331.0,7969.0
423,3346.88,653.11,5870.96,2524.08,-74.21,180.94,19.0,2538.0
0,24999.99,0.0,30098.89,5098.9,-408.25,836.22,12846.0,3154.0
0,2500.0,0.0,2740.28,240.28,-16.58,86.04,4061.0,24061.0
0,5000.0,0.0,6230.62,1230.62,-82.58,0.0,20426.0,73282.0
256,2205.96,12794.04,4983.55,2777.59,-151.78,383.35,11079.0,4661.0
0,6000.0,0.0,7019.26,1019.26,-37.1,184.9,6.0,35567.0
1080,50.38,949.62,165.96,115.58,-2.14,45.24,0.0,6505.0
0,8000.0,0.0,8717.36,717.36,-44.87,281.22,18110.0,59124.0
0,4000.0,0.0,4078.56,78.56,-4.79,142.19,1710.0,1685.0
0,3000.0,0.0,3194.09,194.09,-15.37,267.45,2148.0,5924.0
0,3999.67,0.0,4496.86,497.19,-41.43,132.86,13392.0,3508.0
0,8000.0,0.0,10972.12,2972.12,-98.46,252.48,1995.0,23181.0
698,390.21,1609.79,1030.2,639.99,-18.59,87.1,0.0,0.0
0,2000.0,0.0,2507.77,507.77,-14.52,90.47,446.0,2277.0
597,396.38,3203.62,923.82,527.44,-17.25,153.97,334.0,2745.0
0,2000.0,0.0,2900.8,900.8,-34.59,0.0,1000.0,4086.0
0,7000.0,0.0,7491.96,491.96,-61.59,219.32,7033.0,2467.0
0,3000.01,0.0,4578.43,1578.42,-52.96,121.68,17819.0,70331.0
306,480.04,3119.96,1062.88,582.84,-19.77,151.84,564.0,88646.0
0,4000.0,0.0,5664.21,1664.21,-63.37,161.7,827.0,3248.0
87,909.05,0.0,1709.04,799.99,-37.06,569.68,3247.0,216776.0
0,3000.0,0.0,3223.97,223.97,-20.86,97.85,40845.0,8505.0
0,2600.0,0.0,3071.4,471.4,-14.73,113.23,6354.0,42461.0
0,2500.0,0.0,2963.99,463.99,-32.01,86.04,391.0,759.0
23,3426.53,0.0,5038.8,1612.27,-91.21,251.94,1400.0,304.0
0,14000.0,0.0,15055.63,1055.63,-161.16,429.4,18701.0,20699.0
466,2842.21,2057.79,4556.19,1713.98,-81.51,188.53,4328.0,5672.0
0,7499.99,0.0,9111.26,1611.27,-50.44,298.16,7504.0,896.0
0,15000.0,0.0,15444.43,444.43,-30.67,516.24,9949.0,21570.0
57,59.53,0.0,210.79,151.26,-5.75,210.79,7794.0,5306.0
0,4000.0,0.0,4410.209,410.209,-17.6,155.8,8188.0,33030.0
0,4000.0,0.0,4508.34,508.34,-18.25,165.15,6317.0,7369.0
0,4000.0,0.0,4579.69,579.69,-63.02,127.57,9192.0,15351.0
0,4000.0,0.0,5475.73,1475.73,-42.17,180.94,599.0,3366.0
0,5199.99,0.0,5970.41,770.42,-83.72,165.84,5712.0,3293.0
390,650.73,1349.27,1360.84,710.11,-22.92,85.99,2802.0,11035.0
0,10500.0,0.0,12373.14,1873.14,-74.95,417.42,26718.0,8882.0
0,4000.0,0.0,4092.16,92.16,-2.63,180.94,1942.0,5254.0
0,4000.0,0.0,4070.35,70.35,-5.22,135.72,9360.0,6086.0
0,5000.0,0.0,5061.39,61.39,-8.16,433.86,7547.0,1678.0
0,4000.0,0.0,5699.32,1699.32,-49.48,179.48,3649.0,19432.0
458,364.04,3635.96,848.9,484.86,-16.17,169.78,4487.0,4045.0
0,2500.0,0.0,2860.14,360.14,-12.55,92.9,2141.0,16406.0
0,1100.0,0.0,1249.14,149.14,-17.54,0.0,4315.0,5075.0
0,2000.0,0.0,2520.76,520.76,-20.24,80.3,200.0,367.0
0,8000.0,0.0,9318.93,1318.93,-55.0,313.82,5192.0,3518.0
0,6000.0,0.0,6676.89,676.89,-73.55,191.36,91353.0,26397.0
434,78.57,4421.43,194.08,115.51,-3.7,194.08,14928.0,40318.0
0,5000.0,0.0,6732.62,1732.62,-82.5,188.38,6997.0,8503.0
0,9999.99,0.0,10685.1,685.11,-26.35,402.85,3219.0,5016.0
805,82.64,4917.36,216.36,133.72,-4.25,216.36,0.0,3127.0
0,15000.0,0.0,18964.72,3964.72,-220.39,542.21,17432.0,8169.0
0,4000.0,0.0,4319.29,319.29,-22.26,357.98,591.0,4867.0
0,5000.0,0.0,7086.76,2086.76,-86.2,196.61,733.0,2960.0
0,11500.0,0.0,12569.74,1069.74,-178.59,349.8,33676.0,8438.0
509,128.05,3871.95,838.55,710.5,-10.57,173.71,149.0,51.0
0,5500.0,0.0,6371.02,871.02,-62.89,187.58,9003.0,10597.0
0,6000.0,0.0,8674.71,2674.71,-103.86,0.0,32252.0,10762.0
0,10999.25,0.0,11456.86,457.61,-50.56,962.22,16562.0,2630.0
0,1500.0,0.0,1668.27,168.27,-8.03,56.47,1017.0,2109.0
0,5500.0,0.0,5873.46,373.46,-38.75,176.54,28949.0,59520.0
0,7000.0,0.0,7211.73,211.73,-11.98,251.94,2699.0,6237.0
0,2000.0,0.0,2089.89,89.89,-4.71,184.43,11858.0,1892.0
0,3000.0,0.0,4128.63,1128.63,-35.53,130.28,54.0,3632.0
0,2000.0,0.0,2140.89,140.89,-11.01,0.0,316.0,11184.0
0,4999.98,0.0,6508.53,1508.55,-83.81,179.59,5116.0,2884.0
0,4000.0,0.0,5704.41,1704.41,-53.64,173.71,53.0,4313.0
0,3100.0,0.0,3262.09,162.09,-17.61,98.87,1680.0,820.0
37,192.2,0.0,811.6,619.4,-19.6,168.32,0.0,131.0
0,1000.0,0.0,1177.29,177.29,-5.07,45.24,1140.0,12660.0
0,3000.0,0.0,3605.4,605.4,-22.44,122.46,3982.0,1068.0
0,2000.0,0.0,2202.4,202.4,-10.67,184.28,193.0,1495.0
442,0.0,4000.0,0.0,0.0,0.0,173.71,0.0,615.0
161,2175.48,1824.52,2643.93,468.45,-16.61,161.99,41.0,10540.0
0,15000.01,0.0,17719.01,2719.0,-242.81,492.5,43306.0,57429.0
701,6583.82,4296.18,9433.68,2849.86,-158.76,393.07,66717.0,18283.0
0,7500.0,0.0,9106.09,1606.09,-110.84,258.12,24118.0,38190.0
0,4999.99,0.0,6310.45,1310.46,-50.88,200.79,5658.0,5457.0
0,9900.0,0.0,10608.27,708.27,-113.32,302.3,93352.0,12238.0
0,4000.0,0.0,5551.04,1551.04,-48.01,174.2,42.0,4481.0
0,4535.81,0.0,5692.01,1156.2,-36.14,197.53,3930.0,40190.0
0,20000.0,0.0,21263.62,1263.62,-115.49,653.73,25966.0,33034.0
0,7000.0,0.0,7496.96,496.96,-20.54,275.33,261.0,13560.0
0,6500.0,0.0,6618.74,118.74,-5.52,177.79,7623.0,2850.0
0,4000.0,0.0,4346.94,346.94,-20.95,141.74,16840.0,21714.0
0,8000.0,0.0,9169.44,1169.44,-114.63,258.89,13587.0,2428.0
0,11000.0,0.0,12231.64,1231.64,-110.45,360.91,20473.0,6127.0
0,3000.0,0.0,3431.28,431.28,-27.81,72.18,47945.0,18055.0
0,14999.99,0.0,17264.09,2264.1,-218.74,486.48,13937.0,30990.0
0,5000.0,0.0,5082.12,82.12,-3.01,204.8,2212.0,3194.0
0,15500.0,0.0,16615.89,1115.89,-71.94,372.91,21100.0,3764.0
0,4000.0,0.0,4440.54,440.54,-19.42,154.17,9372.0,20761.0
0,3500.0,0.0,3568.7,68.7,-3.24,132.29,1747.0,7639.0
331,275.51,3724.49,814.84,539.33,-0.65,173.71,1083.0,3650.0
514,199.22,1800.78,401.4,202.18,-8.18,77.28,2535.0,3912.0
0,3000.0,0.0,4385.37,1385.37,-43.59,130.28,0.0,0.0
0,5999.99,0.0,6616.29,616.3,-59.49,191.78,28201.0,3379.0
1127,588.75,1211.25,1156.47,567.72,-19.08,77.17,19778.0,81305.0
0,1631.38,0.0,2530.36,898.98,-49.98,180.74,923.0,7879.0
0,10000.0,0.0,11906.79,1906.79,-74.6,400.57,6488.0,4712.0
0,4000.0,0.0,5520.31,1520.31,-67.43,153.9,1844.0,25612.0
472,2075.02,924.98,2373.75,298.73,-19.08,263.75,1609.0,1841.0
628,111.47,5388.53,208.57,97.1,-4.52,208.57,2034.0,1610.0
0,2500.0,0.0,3649.53,1149.53,-26.54,111.68,2143.0,10440.0
0,4000.0,0.0,4193.1844,193.1844,-7.48,161.67,13009.0,9800.0
0,4000.0,0.0,4183.9108,183.9108,-11.18,141.82,5176.0,6174.0
0,999.97,0.0,1202.78,202.81,-9.11,38.35,2498.0,169211.0
0,3399.99,0.0,4503.46,1103.47,-35.08,146.24,2575.0,18663.0
0,3000.0,0.0,3249.56,249.56,-16.7,270.68,488.0,2551.0
0,5499.99,0.0,6781.19,1281.2,-36.6,248.8,343.0,27090.0
0,4000.0,0.0,5385.37,1385.37,-43.61,173.71,2995.0,1805.0
562,673.05,14326.95,2646.63,1973.58,-61.35,437.46,5609.0,4641.0
0,15500.0,0.0,16729.84,1229.84,-88.48,529.0,29643.0,2357.0
0,13000.0,0.0,14533.29,1533.29,-164.86,415.21,47173.0,23753.0
0,7000.0,0.0,7270.42,270.42,-30.07,222.57,11168.0,332.0
0,4999.99,0.0,5872.0,872.01,-72.67,166.07,24694.0,18566.0
0,6000.0,0.0,6548.24,548.24,-56.3,192.87,4206.0,8644.0
848,1811.65,5688.35,3495.56,1683.91,-45.27,316.34,1852.0,10322.0
0,3999.99,0.0,4422.95,422.96,-13.55,172.56,4828.0,3922.0
729,1348.16,1151.84,1568.89,220.73,-31.1,77.31,17488.0,29640.0
0,7000.0,0.0,10335.3,3335.3,-121.72,287.28,2057.0,5305.0
0,5000.0,0.0,6042.97,1042.97,-65.23,175.76,5798.0,5416.0
0,3000.0,0.0,3718.75,718.75,-39.93,108.44,10874.0,17526.0
0,17556.2,0.0,21170.9,3614.7,-271.99,402.07,58299.0,55681.0
0,13000.0,0.0,13782.54,782.54,-38.65,346.16,42.0,6421.0
0,10000.0,0.0,10688.43,688.43,-54.98,0.0,4628.0,86916.0
0,3000.0,0.0,3380.44,380.44,-15.22,285.12,108.0,3092.0
121,1819.66,1180.34,3552.66,1733.0,-55.58,0.0,356.0,294.0
957,275.85,14724.15,836.94,561.09,-24.95,418.47,11900.0,500.0
0,3999.99,0.0,6263.17,2263.18,-70.74,174.2,18383.0,73944.0
0,2999.57,0.0,3490.26,490.69,-15.69,129.42,3228.0,21972.0
0,11000.0,0.0,12912.74,1912.74,-81.93,281.13,24577.0,16804.0
0,2499.17,0.0,2833.99,334.82,-20.69,88.13,1749.0,8724.0
5,3428.91,0.0,10887.97,7459.06,-259.91,473.39,14075.0,37270.0
0,2500.0,0.0,2896.82,396.82,-12.71,107.85,378.0,372.0
0,2500.0,0.0,3177.52,677.52,-21.32,108.57,4340.0,245000.0
0,30000.0,0.0,31127.544,1127.544,-98.11,990.56,10840.0,8945.0
0,4000.0,0.0,4879.47,879.47,-65.65,0.0,452.0,6548.0
0,4000.0,0.0,5802.12,1802.12,-57.62,172.6,1126.0,9032.0
0,15000.0,0.0,15658.59,658.59,-45.46,516.24,776.0,22369.0
0,7500.0,0.0,7784.27,284.27,-19.29,177.4,3326.0,899.0
0,8000.0,0.0,9874.99,1874.99,-89.92,215.75,270.0,130.0
133,2886.25,3613.75,4772.23,1885.98,-82.46,251.17,2116.0,370.0
0,1000.0,0.0,1217.54,217.54,-8.29,40.42,2687.0,463.0
0,13000.0,0.0,14479.41,1479.41,-86.72,463.42,51.0,12701.0
0,3000.01,0.0,4290.62,1290.61,-51.62,119.26,3333.0,23423.0
0,2100.0,0.0,3086.42,986.42,-36.53,0.0,251.0,924.0
0,3999.01,0.0,4153.01,154.0,-21.91,346.08,19984.0,13116.0
285,2997.53,4002.47,6081.8,3084.27,-96.4,304.84,9972.0,40207.0
432,582.78,2917.22,1202.25,619.47,-21.82,135.25,101.0,3051.0
0,2000.0,0.0,2276.83,276.83,-29.2,63.6,4413.0,46062.0
202,6117.79,3882.21,8436.48,2318.69,-144.99,351.52,2833.0,2508.0
0,2000.0,0.0,2535.3,535.3,-16.85,86.85,865.0,16539.0
132,638.81,2361.19,1433.08,794.27,-25.02,130.28,7408.0,197976.0
0,2000.0,0.0,2301.0,301.0,-11.27,191.73,0.0,6227.0
0,2500.0,0.0,2584.55,84.55,-8.91,52.49,30851.0,2449.0
0,7500.0,0.0,7939.76,439.76,-48.98,238.15,66633.0,78229.0
0,3500.0,0.0,4184.29,684.29,-33.89,130.41,576.0,2324.0
0,5500.0,0.0,5922.36,422.36,-27.98,190.9,5946.0,6137.0
0,7000.0,0.0,8884.38,1884.38,-91.96,261.9,3837.0,5753.0
0,7500.0,0.0,9285.8,1785.8,-65.54,307.2,1997.0,14550.0
91,213.18,0.0,699.96,486.78,-19.73,116.66,7634.0,19880.0
0,4000.0,0.0,5564.18,1564.18,-65.23,156.91,312.0,7838.0
0,9999.99,0.0,11627.17,1627.18,-62.01,300.83,10798.0,9202.0
0,4000.0,0.0,4091.16,91.16,-4.8,146.66,5550.0,65.0
0,7500.0,0.0,7644.41,144.41,-6.56,286.39,504.0,11962.0
0,3500.0,0.0,3560.8823,60.8823,-4.97,117.07,1106.0,22608.0
0,25000.0,0.0,28967.48,3967.48,-290.88,577.05,24384.0,104516.0
581,443.94,3556.06,1026.48,582.54,-19.05,171.08,1472.0,28046.0
114,940.71,0.0,2860.32,1919.61,-69.21,205.38,46006.0,6094.0
915,882.54,6617.46,1836.9,954.36,-35.36,306.15,6317.0,3794.0
926,2809.54,4690.47,6106.86,3297.32,-94.19,339.27,851.0,2939.0
249,261.45,12738.55,496.41,234.96,-10.68,496.41,1450.0,27046.0
0,2000.0,0.0,2274.23,274.23,-10.95,166.81,6690.0,20234.0
0,15500.0,0.0,18149.37,2649.37,-229.57,511.42,31275.0,4325.0
0,16500.0,0.0,18984.05,2484.05,-147.94,586.55,17571.0,13601.0
0,18000.0,0.0,19473.28,1473.28,-235.74,549.64,49779.0,12621.0
0,15000.0,0.0,19390.27,4390.27,-197.76,415.99,22.0,1478.0
0,10000.0,0.0,10191.24,191.24,-17.57,882.51,37561.0,21483.0
549,1203.9,3596.1,1908.61,704.71,-39.17,173.51,2000.0,5001.0
0,15000.0,0.0,15129.55,129.55,-8.82,517.71,30031.0,4969.0
0,3000.0,0.0,3558.72,558.72,-21.16,121.51,14295.0,25789.0
588,119.79,3380.21,303.98,184.19,-5.8,151.99,0.0,0.0
0,3599.99,0.0,3875.26,275.27,-19.66,323.22,1550.0,3450.0
0,317.1,0.0,1257.3,940.2,-33.0,251.46,1979.0,12400.0
0,15000.0,0.0,15044.25,44.25,-4.97,476.3,51233.0,23017.0
0,1000.0,0.0,1386.51,386.51,-16.09,39.24,3572.0,14473.0
430,853.12,3146.88,1885.51,1032.39,-33.58,171.41,3577.0,68257.0
0,25000.0,0.0,27338.89,2338.89,-234.1,806.56,103551.0,26714.0
0,10000.0,0.0,10435.17,435.17,-35.7,223.41,8870.0,1718.0
465,918.32,581.68,1764.1,845.78,-24.16,67.85,7514.0,8165.0
0,1500.0,0.0,1540.9,40.9,-1.63,59.64,1250.0,1048.0
0,11000.0,0.0,12606.62,1606.62,-78.43,411.55,19062.0,8038.0
0,5000.0,0.0,6222.33,1222.33,-45.3,204.1,180.0,3320.0
0,4000.0,0.0,4940.0,940.0,-32.06,168.32,4046.0,10773.0
0,7000.0,0.0,11053.67,4053.67,-115.8,316.65,908.0,5692.0
331,101.37,2193.66,383.68,282.31,-7.95,99.67,21078.0,13247.0
0,4000.0,0.0,5975.64,1975.64,-61.76,174.2,1125.0,14888.0
44,302.78,0.0,791.49,488.71,-24.69,263.83,66.0,4620.0
0,3000.0,0.0,3853.8,853.8,-50.26,106.94,1128.0,15210.0
160,311.4,3688.6,641.32,329.92,-12.88,160.33,11877.0,18562.0
0,25000.0,0.0,27793.72,2793.72,-174.71,878.8,13022.0,1948.0
709,1152.88,2847.12,2364.6,1211.72,-37.87,174.2,0.0,0.0
346,4618.1,2381.9,5396.9,778.8,-71.19,226.82,3212.0,3008.0
0,15000.0,0.0,18185.94,3185.94,-172.68,384.58,9939.0,4361.0
10,1047.37,0.0,2806.16,1758.79,-31.32,130.28,1043.0,8118.0
0,6000.0,0.0,6429.46,429.46,-30.9,204.77,2309.0,1705.0
0,2000.0,0.0,2470.71,470.71,-14.83,86.85,11159.0,14841.0
0,3000.0,0.0,3659.42,659.42,-20.77,130.28,0.0,0.0
375,731.32,5268.68,1692.13,960.81,-52.07,153.83,984.0,1117.0
0,12000.01,0.0,15874.39,3874.38,-164.18,468.28,13358.0,23747.0
0,10000.0,0.0,11481.65,1481.65,-60.92,289.54,1.0,8645.0
876,1265.57,6234.43,2947.41,1681.84,-52.23,327.49,11950.0,8150.0
0,2500.0,0.0,2978.95,478.95,-15.08,108.57,784.0,1666.0
0,12999.99,0.0,16937.28,3937.29,-178.56,496.81,1383.0,4367.0
264,122.46,3877.54,534.0,411.54,-13.0,133.5,588.0,22743.0
0,2900.0,0.0,2988.38,88.38,-4.76,266.55,62175.0,279950.0
0,8500.0,0.0,10027.21,1527.21,-61.36,248.94,1541.0,1178.0
178,1679.33,13320.67,4574.02,2894.69,-130.52,415.82,612.0,11802.0
0,2500.0,0.0,2666.77,166.77,-9.4,90.06,5667.0,4314.0
56,1903.09,0.0,3647.91,1744.82,-54.67,173.71,13196.0,5004.0
0,2000.0,0.0,3067.26,1067.26,-33.36,87.1,0.0,0.0
459,589.6,3410.4,1389.68,800.08,-25.18,173.71,2389.0,11.0
11,624.1,0.0,1320.0204,695.9204,-30.78,188.99,375.0,6096.0
0,10000.0,0.0,11438.37,1438.37,-128.99,328.1,8027.0,12173.0
0,5800.0,0.0,8388.74,2588.74,-100.56,232.91,26348.0,2152.0
0,6499.99,0.0,6926.48,426.49,-23.45,165.73,868.0,31222.0
158,1197.64,2802.36,2719.36,1521.72,-30.29,173.71,584.0,16.0
0,8500.0,0.0,10591.54,2091.54,-104.59,315.89,18607.0,2793.0
0,1000.0,0.0,1294.22,294.22,-15.09,36.91,21.0,9955.0
204,770.81,9229.19,1604.4,833.59,-32.48,401.1,1945.0,37505.0
0,4500.0,0.0,4637.16,137.16,-6.96,166.55,1265.0,22525.0
0,7000.0,0.0,8416.29,1416.29,-54.49,282.0,5528.0,7880.0
559,568.29,2931.71,1118.8,550.51,-21.7,139.85,200.0,4939.0
0,4000.0,0.0,5127.78,1127.78,-35.24,174.2,7889.0,67936.0
125,1466.7,13533.3,4257.1,2790.4,-119.61,425.71,8586.0,21564.0
0,7500.0,0.0,10777.1,3277.1,-104.06,324.54,153.0,10246.0
0,25000.0,0.0,31388.1,6388.1,-266.39,718.91,16824.0,15476.0
232,664.04,3335.96,1548.39,884.35,-27.84,173.71,982.0,8203.0
871,340.56,3659.44,1015.2,674.64,-16.12,174.2,409.0,3357.0
0,2500.0,0.0,3183.76,683.76,-32.59,94.19,8676.0,15234.0
0,7000.0,0.0,7579.72,579.72,-41.52,162.73,13436.0,564.0
1,3090.25,0.0,4445.4,1355.15,-82.42,229.36,9082.0,14585.0
49,7348.35,0.0,11992.2,4643.85,-168.37,400.24,2245.0,4015.0
896,186.47,7313.53,939.94,753.47,-23.79,322.47,8280.0,20764.0
111,119.71,0.0,481.6699,361.9599,-7.27,229.09,23525.0,2006.0
0,1999.98,0.0,2751.48,751.5,-26.08,83.58,2737.0,94652.0
0,3500.0,0.0,4570.07,1070.07,-36.9,146.65,8602.0,4149.0
0,4999.68,0.0,5735.93,736.25,-28.53,475.2,20098.0,7689.0
593,555.97,5444.03,1285.9,729.93,-23.74,257.18,5923.0,34969.0
0,2900.0,0.0,2920.29,20.29,-1.56,97.71,14366.0,234.0
0,9499.99,0.0,11445.19,1945.2,-134.24,326.95,1000.0,6409.0
0,14500.0,0.0,15038.04,538.04,-42.37,486.47,15969.0,1745.0
0,14999.99,0.0,15277.3451,277.3551,-15.26,386.64,11063.0,6012.0
4,272.16,0.0,825.75,553.59,-11.96,165.15,1721.0,10987.0
0,15000.0,0.0,17717.77,2717.77,-110.83,592.6,5438.0,7087.0
0,6500.0,0.0,7674.3,1174.3,-75.31,227.21,3601.0,20994.0
0,6000.0,0.0,9650.99,3650.99,-113.39,206.98,1232.0,5768.0
0,7313.54,0.0,8471.33,1157.79,-72.4,257.09,78137.0,16963.0
0,2199.91,0.0,2412.46,212.55,-11.83,79.52,4201.0,473.0
0,7000.0,0.0,8442.31,1442.31,-74.01,258.33,10929.0,9195.0
0,1577.0,0.0,1874.98,297.98,-12.27,62.13,145.0,2354.0
0,1999.99,0.0,3100.11,1100.12,-35.48,81.89,2088.0,5412.0
0,14999.99,0.0,17266.31,2266.32,-112.26,558.91,7725.0,10476.0
0,5000.0,0.0,7406.35,2406.35,-87.48,205.47,9591.0,19921.0
778,127.41,5372.59,184.1,56.69,-4.52,184.1,52530.0,18607.0
322,760.58,2239.42,1888.76,1128.18,-25.04,120.86,337.0,14175.0
0,23500.0,0.0,23605.14,105.14,-4.51,666.94,32068.0,29887.0
0,4000.0,0.0,5114.41,1114.41,-42.45,161.7,1314.0,636.0
0,2500.0,0.0,3035.11,535.11,-16.83,108.57,0.0,0.0
0,2000.0,0.0,2012.48,12.48,-1.64,62.3,31041.0,959.0
20,6359.03,0.0,10957.51,4598.48,-166.83,402.85,96.0,4904.0
0,3300.0,0.0,3376.69,76.69,-2.62,138.74,189.0,5786.0
0,5500.0,0.0,7272.47,1772.47,-88.18,204.68,7324.0,16576.0
0,2485.0,0.0,3584.35,1099.35,-25.02,106.92,6847.0,4234.0
0,1499.99,0.0,2467.68,967.69,-27.65,27.77,0.0,0.0
0,1999.4,0.0,2784.5,785.1,-30.21,80.57,845.0,2681.0
583,1665.38,334.62,2895.04,1229.66,-35.11,90.47,30.0,3518.0
0,10000.0,0.0,10816.19,816.19,-64.27,335.5,36499.0,201.0
71,1323.65,0.0,2596.83,1273.18,-61.22,372.6,5789.0,1361.0
786,1303.14,1196.86,2036.35,733.21,-13.45,113.09,465.0,18135.0
243,2408.62,1994.52,4587.0,2178.38,-68.11,191.75,1579.0,2161.0
0,3000.0,0.0,3355.8,355.8,-14.09,119.66,762.0,10238.0
1266,219.16,2780.84,287.04,67.88,-7.38,95.68,4891.0,22794.0
0,15000.0,0.0,15514.3216,514.3216,-40.0,505.34,2079.0,5520.0
0,4000.0,0.0,4147.24,147.24,-4.77,174.2,500.0,1766.0
0,2699.99,0.0,4054.65,1354.66,-42.99,116.83,7189.0,1137.0
0,2000.0,0.0,2215.89,215.89,-10.28,75.34,500.0,1650.0
0,3500.0,0.0,3547.92,47.92,-2.4,130.05,218.0,11482.0
0,6000.0,0.0,6757.82,757.82,-23.69,261.29,600.0,4041.0
512,770.21,229.8,1198.0,427.79,-16.13,35.4,650.0,350.0
0,18000.0,0.0,19798.54,1798.54,-174.63,583.35,26040.0,2261.0
0,4000.0,0.0,4603.86,603.86,-22.63,381.12,2586.0,17701.0
70,770.53,0.0,2173.16,1402.63,-21.07,168.32,252.0,406.0
53,2440.28,0.0,7139.02,4698.74,-205.75,374.39,4412.0,17875.0
0,4500.0,0.0,7341.7,2841.7,-81.21,190.02,405.0,25313.0
0,7500.0,0.0,10323.13,2823.13,-128.37,286.39,26740.0,25985.0
0,8000.0,0.0,8194.37,194.37,-12.15,281.22,4011.0,2189.0
0,24999.99,0.0,26443.1944,1443.2044,-96.32,867.74,9036.0,18664.0
658,232.42,3767.58,735.4,502.98,-14.65,172.6,9960.0,11352.0
0,4500.0,0.0,4812.8364,312.8364,-12.31,180.49,19.0,4924.0
0,2000.0,0.0,2197.51,197.51,-16.61,66.32,1479.0,121.0
0,6000.0,0.0,7232.98,1232.98,-73.46,213.29,1338.0,1493.0
0,2800.0,0.0,3270.54,470.54,-29.43,98.43,97.0,1436.0
0,7500.0,0.0,9660.63,2160.63,-109.83,274.88,19003.0,51345.0
14,2738.31,0.0,5045.74,2307.43,-93.3,313.4,3398.0,13451.0
0,3420.0,0.0,3472.66,52.66,-5.49,300.0,20812.0,3118.0
0,2000.0,0.0,2808.6,808.6,-23.46,89.74,168.0,7696.0
0,2000.0,0.0,2081.84,81.84,-3.15,80.57,4625.0,9175.0
0,4000.0,0.0,4194.589,194.589,-8.41,155.8,12109.0,3191.0
0,15000.0,0.0,15479.8125,479.8125,-32.96,354.81,16689.0,25031.0
1005,120.07,3079.93,257.82,137.75,-5.3,128.91,0.0,0.0
986,1611.27,3388.73,2143.44,532.17,-46.29,164.88,58050.0,15221.0
471,69.26,3930.74,173.71,104.45,-3.29,173.71,0.0,0.0
0,2000.0,0.0,2293.75,293.75,-18.12,70.52,961.0,39.0
0,2650.0,0.0,2929.83,279.83,-13.98,98.48,105.0,14724.0
0,1300.0,0.0,1849.9,549.9,-15.72,58.81,1016.0,3984.0
0,3599.37,0.0,4347.82,748.45,-25.3,152.0,0.0,0.0
61,539.01,0.0,1156.05,617.04,-22.14,165.15,998.0,23645.0
0,10000.0,0.0,12009.6,2009.6,-118.27,356.48,11332.0,12768.0
183,2573.51,2926.49,5019.93,2446.42,-76.95,238.33,773.0,2328.0
842,0.0,2000.0,0.0,0.0,0.0,87.1,6415.0,6955.0
169,699.2,1300.8,1528.02,828.82,-21.69,84.89,0.0,1512.0
0,1000.0,0.0,1295.62,295.62,-14.86,37.11,0.0,14475.0
375,2264.3,5235.7,4229.96,1965.66,-69.07,302.14,20105.0,9779.0
